APM,Interpreter,Logging,Data Structure,i18n,Setup,Logic,Microservices,Test,Search,UI,Parser,App,IssueNumber_dc,IssueText,IssueTitle
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,disabl first click handl inact windowinstead bring window front exampl problem solv piec browser window visibl click onto link accid bring foreground chang page shown browser window long isnt go offici window mous set option would nice option via powertoy tricki implement sound first click handl window complet visibl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,disabl first click handl inact windowinstead bring window front exampl problem solv piec browser window visibl click onto link accid bring foreground chang page shown browser window long isnt go offici window mous set option would nice option via powertoy tricki implement sound first click handl window complet visibl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,jump target open save dialog dropjust like maco handl never experienc drag file open save file dialog jump enclos folder select drop file folder featur miss get ex mac user crazi,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,jump target open save dialog dropjust like maco handl never experienc drag file open save file dialog jump enclos folder select drop file folder featur miss get ex mac user crazi,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24,assign applic specif desktopscurr easi open multipl version app wrong desktop creat chao especi true app microsoft outlook abl assign specif desktop vmware horizon client caus strang behavior persist dock undock laptop would nice tie laptop relat one,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,assign applic specif desktopscurr easi open multipl version app wrong desktop creat chao especi true app microsoft outlook abl assign specif desktop vmware horizon client caus strang behavior persist dock undock laptop would nice tie laptop relat one,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,synctoy robocopypleas bring back synctoy robocopi like function open sourc robocopi en wikipedia wiki synctoy,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,synctoy robocopypleas bring back synctoy robocopi like function open sourc robocopi en wikipedia wiki synctoy,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,app rememb virtual desktop reboot locationpreserv applic virtual desktop layout reboot,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,manag right click custom context menueasili manag right click action edit open right place differ applic add right click extens mess somehow chang default open applic would great abl manag action exampl edit e g tiff file html file compil etc,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,chang size task bar alt tab thumbnail previewsmi greatest motiv id like preview app window get hover taskbar hit alt tab big enough see what go window without actual click exampl task manag open behind maxim window let thumbnail big enough read what take cpu time without bring task manag front maxim window window lot desktop tweaker program alter reg key task bar thumbnail hkey current user softwar microsoft window currentvers explor taskbandminthumbsizepx doesnt work machin noth max size noth alt tab,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,35,chang size task bar alt tab thumbnail previewsmi greatest motiv id like preview app window get hover taskbar hit alt tab big enough see what go window without actual click exampl task manag open behind maxim window let thumbnail big enough read what take cpu time without bring task manag front maxim window window lot desktop tweaker program alter reg key task bar thumbnail hkey current user softwar microsoft window currentvers explor taskbandminthumbsizepx doesnt work machin noth max size noth alt tab,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,window move resiz bring top send back grab part windowback use fvwm super flexibl key mous bind made work window amaz effici itll good see someth similar window one particular use shift key click part window bring top shift key click part window send back shift key click drag part window move shift key click drag near window edg resiz shift key ctrl alt shift win configur well mous button person found use shift key combin left mous button action except use right mous button grab area configur could grab pixel pixel edg pixel edg resiz window make action use work effici keep focus work shuffl around window feel like take lot effort resiz window tri grab right pixel middl concentr work annoy enough break one concentr send window back especi great work maxim window need quick refer anoth window somewher upper left corner back maxim window lot window found visual intuit alt tab look window know place certain posit back,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,39,window move resiz bring top send back grab part windowback use fvwm super flexibl key mous bind made work window amaz effici itll good see someth similar window one particular use shift key click part window bring top shift key click part window send back shift key click drag part window move shift key click drag near window edg resiz shift key ctrl alt shift win configur well mous button person found use shift key combin left mous button action except use right mous button grab area configur could grab pixel pixel edg pixel edg resiz window make action use work effici keep focus work shuffl around window feel like take lot effort resiz window tri grab right pixel middl concentr work annoy enough break one concentr send window back especi great work maxim window need quick refer anoth window somewher upper left corner back maxim window lot window found visual intuit alt tab look window know place certain posit back,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,profil network cardscould get profil network card would great chang manual assign ip dhcp keyboard shortcut shortcut taskbar,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43,profil network cardscould get profil network card would great chang manual assign ip dhcp keyboard shortcut shortcut taskbar,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,minim trayminim tray right click minim button,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,minim trayminim tray right click minim button,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,app launch screen invokedwhen click shortcut start menu item monitor id like launch monitor vice versa monitor could teach window app like monitor time snap prefer monitor would awesom,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,app launch screen invokedwhen click shortcut start menu item monitor id like launch monitor vice versa monitor could teach window app like monitor time snap prefer monitor would awesom,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,independ virtual desktop per monitoryet anoth virtual desktop request current switch virtual desktop switch window monitor would great make independ per monitor eg alway outlook monitor want switch multipl set app monitor without lose what monitor bonus point virtual desktop share cycl monitor eg virtual desktop monitor start cycl virtual cycl virtual cycl virtual,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,manag filemgr view default folder file type etc prevent set w permiss,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,manag filemgr view default folder file type etc prevent set w permiss,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,add sudo util quick execut singl command admin insid cmd powershel consolei think would use command util behav like classic sudo nix system insid consol know quick dirti way execut cmd powershel command administr open elev consol first execut requir command much cumbersom way obtain administr privileg quit annoy often tri execut singl command need admin privileg insid standard consol sinc forc open anoth consol administr retyp entir command execut sudo like util would dream,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,disabl focus stealingth old tweakui option disabl focus steal real power user launch sever app write email note document anoth app finish startup steal focus time happen app show pop pls bring back option disabl focus steal,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,disabl focus stealingth old tweakui option disabl focus steal real power user launch sever app write email note document anoth app finish startup steal focus time happen app show pop pls bring back option disabl focus steal,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67,network kill switcha addit wlan airplan toggl sidebar kill switch network connect internet wan lan ethernet wlan mobil lte umt,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74,xmous focus follow mous pleas updat xmous freewar tool servic alway play well various pop ui element color palett tool like filemak window system tray,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,send xsend x reason instal powertoy wherev went long work would love back again,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,mous without bordersi see ms garag project mous without border think everi way essenti powertoy peopl multipl window system mayb could serv solut anoth request multipl mous support,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77,mous without bordersi see ms garag project mous without border think everi way essenti powertoy peopl multipl window system mayb could serv solut anoth request multipl mous support,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,quick view file peekb abl select file window explor especi file upload dialog press spacebar see quick preview file there sever tool alreadi copi popular maco featur never fulli integr os well usual work explor exe featur use want upload certain file websit your tri see slight larger preview make sure pick correct version document logo check great comment too,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,quick view file peekb abl select file window explor especi file upload dialog press spacebar see quick preview file there sever tool alreadi copi popular maco featur never fulli integr os well usual work explor exe featur use want upload certain file websit your tri see slight larger preview make sure pick correct version document logo check great comment too,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,context sensit emoji menuit would super nice type sentenc see home press win open emoji menu top result alreadi would search last word type bonus point could go back anywher sentenc thing replac thing emoji obvious use emoji still near top well differ smiley wonder someon would care much emoji live sweden speak swedish fluentli nativ languag english swedish languag compar english languag quit poor provid synonym word account differ connot subtl nuanc swede tend use emoji lot convey emot nuanc instead even busi email contain emoji,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,context sensit emoji menuit would super nice type sentenc see home press win open emoji menu top result alreadi would search last word type bonus point could go back anywher sentenc thing replac thing emoji obvious use emoji still near top well differ smiley wonder someon would care much emoji live sweden speak swedish fluentli nativ languag english swedish languag compar english languag quit poor provid synonym word account differ connot subtl nuanc swede tend use emoji lot convey emot nuanc instead even busi email contain emoji,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,chang z index notificationsnotif window seem highest z index sometim notif dont close button arrow perform action way get rid select perform awkward swipe alway end click notif open action problem notif show right background program run time receiv notif want close program run menu hidden notif short menus bottom right need higher z index tweakabl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,configur window border size scroll bar windowson main reason keep cling window inabl set window border size window person admit irrelev idiosyncrasi im strong convinc window narrow border real issu peopl certain class motor visual dysfunct pleas provid powertoy make aspect configur thank,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,default printer changer traysom year ago wrote util allow quick chang default printer system tray written time origin power tool standard win api code timlegg printer anyon els interest alway found use util tim,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,abl attach window show side side easier alt tab switchinghi today window side side vscode outlook tri switch chrome alt tab finish chrome press alt tab hope split view creat vscode outlook come back click alt tab find app alt tab bring back requir posit could somehow attach pin app togeth shortcut would great could extend side side attach window custom posit window attach togeth alt tab happen anoth way extra key alt tab smart detect window place screen lock easier alt tab appropri key switch type anoth idea alt tab differ mode user add person alt tab section applic person frequent switch user switch mode keyboard shortcut person switch non frequent mode user want keyboard shortcut switch frequent applic mode user want user doesnt keep search frequent need app non frequent app came front alt tab switcher non frequent frequent mode seen alt tab overlay easili dont know would possibl power toy pleas implement first thank ps dont know current possibl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,powertoy suggest updat depend walker window microsoft api set arent support last releas version depend walker get dozen error http www dependencywalk com,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,powertoy suggest updat depend walker window microsoft api set arent support last releas version depend walker get dozen error http www dependencywalk com,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,add aero like fluent like titlebar blur transpar would cool would make app like photo calcul look consist win program like file explor fluent titlebar would make program like new chromium edg look neat blur transpar titlebar,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,add aero like fluent like titlebar blur transpar would cool would make app like photo calcul look consist win program like file explor fluent titlebar would make program like new chromium edg look neat blur transpar titlebar,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,trim explor address barif past path like c window includ explor address bar press enter open browser window instead navig c window would nice trim navig would benefit save open file dialog anoth nice featur would ignor path allow past path escap,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,add multipl vlan support without intel realtek supportadd possibl configur vlan adapt vlan tag interfac,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,show desktop button option minim per monitorwhen click show desktop button window minim monitor would nice option show desktop specif monitor keep window monitor untouch,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,power plan switch automat use full throttl overrid forc cpu certain power plan automat certain applic run music product daw case app kind isnt develop think would perfect case power toy thank,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,119,power plan switch automat use full throttl overrid forc cpu certain power plan automat certain applic run music product daw case app kind isnt develop think would perfect case power toy thank,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,swipe keyboard function configur screen keyboard layoutthi featur request need full smaller keyboard left right side display swipe type singl finger type word automat recogn type accord finger movement suggest like android gboard thumb great type fast abil place mani small keyboard screen want like tablet mode small keyboard abl configur layout screen keyboard like creat custom key remov unwant key tablet mode keyboard basic screen keyboard exampl peopl use lot shortcut particualr app touch screen display use tablet convert combin key singl key custom name use custom key custom layout eas screen type abl add differ keyboard layout share opensourc everyon abl set opac tablet mode keyboard normal screen keyboard dont know current possibl abl tablet mode keyboard avail normal mode dont know possibl today thank p dont know possibl today somehow pleas tell how,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,121,swipe keyboard function configur screen keyboard layoutthi featur request need full smaller keyboard left right side display swipe type singl finger type word automat recogn type accord finger movement suggest like android gboard thumb great type fast abil place mani small keyboard screen want like tablet mode small keyboard abl configur layout screen keyboard like creat custom key remov unwant key tablet mode keyboard basic screen keyboard exampl peopl use lot shortcut particualr app touch screen display use tablet convert combin key singl key custom name use custom key custom layout eas screen type abl add differ keyboard layout share opensourc everyon abl set opac tablet mode keyboard normal screen keyboard dont know current possibl abl tablet mode keyboard avail normal mode dont know possibl today thank p dont know possibl today somehow pleas tell how,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,124,strong search engin open right click context menua titl say would realli awesom sort search engin direct integr open right click context menu current scenario right click file want open custom exe choos open wait relat window pop check list scroll end click find anoth app pc manual locat insid window explor locaton exe want use everyth start want program default enanch scenario right click file open start type name exe want use select exe search result list flag nearbi checkbox want make default,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,strong search engin open right click context menua titl say would realli awesom sort search engin direct integr open right click context menu current scenario right click file want open custom exe choos open wait relat window pop check list scroll end click find anoth app pc manual locat insid window explor locaton exe want use everyth start want program default enanch scenario right click file open start type name exe want use select exe search result list flag nearbi checkbox want make default,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128,temporari file binif user drag drop file corner screen keep refer open copi drag drop later would handi check unclutt unclutterapp panel file actual thing clipboard manag appar ms work hope good file bin note im interest file bin special basic function like keyboard navig search function preview etc unclutt unclutterapp imag unclutt v app pocket file png,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,shortcut guid show applic shortcutsa hot key show applic shortcut make easier rememb e g press show window shortcut www ergoni imag product kc kc finder tenaya png abl find applic shortcut focus list ergoni keycu www ergoni product keycu product mac this,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,129,shortcut guid show applic shortcutsa hot key show applic shortcut make easier rememb e g press show window shortcut www ergoni imag product kc kc finder tenaya png abl find applic shortcut focus list ergoni keycu www ergoni product keycu product mac this,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,smooth per pixel scrollingid like smoother scroll experi similar maco offer exampl use perform mx featur scroll stepless would nice window would scroll smooth instead per line basi,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,smooth per pixel scrollingid like smoother scroll experi similar maco offer exampl use perform mx featur scroll stepless would nice window would scroll smooth instead per line basi,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,135,prevent virtual keyboard dismiss touch physic keyboardsometim need virtual keyboard type languag use differ script korean russian still keep use physic keyboard shortcut alt tab number etc time hit real key virtual keyboard dismiss window mayb pin function could help plenti space add icon,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,138,disabl taskbar thumbnail previewi would realli nice option turn live taskbar thumbnail preivew realli annoy use remot desktop window mode use parallel mac often overlap anoth taskbar wait disappear,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,copi move foldera powertoy rightclick menu item copi move differ folder would solv lot peopl problem save desktop think move proper specif folder without open extra explor etc use it,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,gif video screen recordercrutka microsoft powertoy wiki video gif captur spec love idea powertoy someth ive want snip tool age use case would record softwar interact purpos make ticket train etc end save format better higher fidel gif would make tool use e g save mp heic etc look forward see goe,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,gif video screen recordercrutka microsoft powertoy wiki video gif captur spec love idea powertoy someth ive want snip tool age use case would record softwar interact purpos make ticket train etc end save format better higher fidel gif would make tool use e g save mp heic etc look forward see goe,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,145,monitor screenshot pickerhello monitor want press screenshot give picker select option screenshot monitor option screenshot either monitor monitor thank,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,monitor screenshot pickerhello monitor want press screenshot give picker select option screenshot monitor option screenshot either monitor monitor thank,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,bring window sysintern powertoyswith powertoy get major upgrad soon thank page microsoft would great bring old window sysintern site content app onboard new project sysintern though old still benefici power user profession alik doc microsoft en us sysintern,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150,improv file tag systemtag quit awkward implement window dont seem support mani file type default would pretti neat improv access ui thing like color code abl quick access tag view tag file navig pane would nice mayb someth like beyond scope powertoy im throw idea there,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,fancyzon creat layout current windowsfeatur snapshot current window new layout,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,fancyzon creat layout current windowsfeatur snapshot current window new layout,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168,drag edg screen automat switch virtual desktop,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,drag edg screen automat switch virtual desktop,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,169,remot collaps monitor new virtual desktop remov vd connect local again,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,remot collaps monitor new virtual desktop remov vd connect local again,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,visual updat flash zone win arrow first arrow press flash zone win key user see move window,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,merg fancyzon mtnd includ zone move pop upin addit move window new desktop mtnd pop allow user move differ exist desktop move zone exist desktop move new desktop specif zone layout,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,178,merg fancyzon mtnd includ zone move pop upin addit move window new desktop mtnd pop allow user move differ exist desktop move zone exist desktop move new desktop specif zone layout,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,179,shortcut guid shortcut list tracker total list msft support support microsoft en us help window keyboard shortcut list ad v shortcut guid combin effect win esc close magnif win enter narrat h win paus system window win prtscn captur screenshot win space switch keyboard layout win tab open timelin win emoji keyboard pop win emoji keyboard pop win peek desktop win magnifi win action center win b focus system tray win c cortana doesnt work win display hide desktop win e file explor win f open feedback hub win g game bar win h dictat bar win set win k quick connect win l lock pc win minim window win n notif dialog need verifi min version win win q open search bar win p open display mode select panel win r run dialog win open search bar win navig task bar item win u eas access center win v open clipboard histori win w open window ink workspac panel win x quick launch menu win z snap flyout win win shift restor window minim win win shift screenshot win shift navig task bar item revers win shift left right arrow move entir activ window differ window win ctrl arrow switch virtual desktop win ctrl enter narrat h win ctrl f close virtual desktop win ctrl new virtual desktop win ctrl n narrat set win ctrl q quick assist win alt toggl calendar taskbar win ctrl shift b restart video driver win shift ctrl alt emul offic key,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,shortcut guid shortcut list tracker total list msft support support microsoft en us help window keyboard shortcut list ad v shortcut guid combin effect win esc close magnif win enter narrat h win paus system window win prtscn captur screenshot win space switch keyboard layout win tab open timelin win emoji keyboard pop win emoji keyboard pop win peek desktop win magnifi win action center win b focus system tray win c cortana doesnt work win display hide desktop win e file explor win f open feedback hub win g game bar win h dictat bar win set win k quick connect win l lock pc win minim window win n notif dialog need verifi min version win win q open search bar win p open display mode select panel win r run dialog win open search bar win navig task bar item win u eas access center win v open clipboard histori win w open window ink workspac panel win x quick launch menu win z snap flyout win win shift restor window minim win win shift screenshot win shift navig task bar item revers win shift left right arrow move entir activ window differ window win ctrl arrow switch virtual desktop win ctrl enter narrat h win ctrl f close virtual desktop win ctrl new virtual desktop win ctrl n narrat set win ctrl q quick assist win alt toggl calendar taskbar win ctrl shift b restart video driver win shift ctrl alt emul offic key,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,fz editor add unit test summari new featur enhanc new fz editor test need fix that,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,fz editor add unit test summari new featur enhanc new fz editor test need fix that,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,254,fancyzon auto resiz window place side side summari new featur enhanc window come neat featur allow window arrang side side logic snap togeth whenev resiz one resiz accord built featur enabl disabl multitask set window see screenshot would quit nice powertool fancyzon support respect set enabl under snap window applic window place side side zone propos technic implement detail option n screenshot correspond window set applicationframehost xocsmulf user imag githubusercont e ce ef dfb png,
