Network,DB,Interpreter,Logging,Data Structure,i18n,Setup,Microservices,Test,IO,UI,App,IssueNumber_dc,IssueText,IssueTitle
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436,group longer select focus group filter deletedjabref dev snapshot fix groupsearchperform ca window amd java open larg databas sever explicit group use group filter find group choic select group mark blue remov filter e delet search term group filter field group origin select longer mark blue select instead anoth random group select mark blue group panel longer focus centr group origin select mark blue inconveni want filter certain group want check subgroup filter group current implement allow quick filter group way filter group display current exclud potenti subgroup filter group see subgroup either explicit filter e rememb name scroll actual group without filter appli would nice could rememb group filter mark blue keep group panel center group delet filter keyword,Group no longer selected and focused when groups filter is deleted
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644,rework superscript latex unicod unicod latex roundtrip workingbib entri bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel textsuperscript light booktitl proceed textsuperscript th intern confer busi process manag bpm latex unicod bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel booktitl proceed intern confer busi process manag bpm discuss somewher dont rememb unicod superscript use math state en wikipedia wiki unicod subscript superscript issu current convers unicod latex revert convers bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel booktitl proceed intern confer busi process manag bpm propos convert superscript unicod latex unicod convert entri tabl convers fine improv readabl mayb parameter latex unicod convert issu cannot recommend use biblatex default convers set anymor possibl go back bibtex paper springer lncs anymor ref pull,Rework superscript: latex-to-unicode and unicode-to-latex roundtrip not working
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3644,rework superscript latex unicod unicod latex roundtrip workingbib entri bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel textsuperscript light booktitl proceed textsuperscript th intern confer busi process manag bpm latex unicod bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel booktitl proceed intern confer busi process manag bpm discuss somewher dont rememb unicod superscript use math state en wikipedia wiki unicod subscript superscript issu current convers unicod latex revert convers bibtex inproceed nvlkl author j rg nitzsch tammo van lessen dimka karastoyanova frank leymann titl bpel booktitl proceed intern confer busi process manag bpm propos convert superscript unicod latex unicod convert entri tabl convers fine improv readabl mayb parameter latex unicod convert issu cannot recommend use biblatex default convers set anymor possibl go back bibtex paper springer lncs anymor ref pull,Rework superscript: latex-to-unicode and unicode-to-latex roundtrip not working
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4237,issu search group associ featur request float mode fix dev snapshot master fdacc window amd java step reproduc select group entri group panel use articl search group search filter find articl articl match search term found select anoth group group panel contain articl match search term carri anoth search use search term articl display maintabl despit fact know exist dont belong select group behaviour probabl intend probabl relat fact float mode remov newer version find articl alway select either entri group contain articl select anoth group respect articl shown maintabl view especi larg databas mani group inconveni therefor propos enabl float mode maintabl way articl match search term alway shown belong group select shown usual colour maintabl belong select group appear darker maintabl like previous version,Issues with search and groups and associated feature request (floating mode)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4237,issu search group associ featur request float mode fix dev snapshot master fdacc window amd java step reproduc select group entri group panel use articl search group search filter find articl articl match search term found select anoth group group panel contain articl match search term carri anoth search use search term articl display maintabl despit fact know exist dont belong select group behaviour probabl intend probabl relat fact float mode remov newer version find articl alway select either entri group contain articl select anoth group respect articl shown maintabl view especi larg databas mani group inconveni therefor propos enabl float mode maintabl way articl match search term alway shown belong group select shown usual colour maintabl belong select group appear darker maintabl like previous version,Issues with search and groups and associated feature request (floating mode)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4257,pdf annot preview entri fieldit great pdf annot tab would great provid refer annot form field preview entri would enabl fanci modif preview entri well better page overview inform exampl search note etc,PDF Annotation Preview Entry field
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4257,pdf annot preview entri fieldit great pdf annot tab would great provid refer annot form field preview entri would enabl fanci modif preview entri well better page overview inform exampl search note etc,PDF Annotation Preview Entry field
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4273,add mathml support import pubmedhello tasklist task x test latest master version http build master problem persist version ubuntu jre download oracl websit step reproduc import pubm refer e g compar result origin titl abstract exampl use search origin titl genom wide signific risk factor chromosom apo locus import titl genom wide signific risk factor chromosom javax xml bind jaxbel ba e locus origin abstract apolipoprotein e apo gene chromosom q first remain strongest genet risk factor alzheim diseas addit signal associ locat chromosom includ abca p cd q abca gene replic popul contribut signal close apo gene remain controversi possibl explan inconsist report includ long rang linkag disequilibrium lrld analys contribut abca cd loci risk explor lrld pattern apo region evalu risk confer abca rs g cd rs c use larg spanish popul case control abca rs g snp effect nomin replic spanish cohort reach genom wide signific meta analysi odd ratio confid interv ci p x cd rs c associ dataset meta analysi negat ci p explor lrld pattern apo cd sever dataset found signific ld p dataset suggest presenc non univers long rang interact loci affect popul conclus provid evid genet associ abca locus spanish popul propos plausibl explan controversi contribut cd suscept import abstract apolipoprotein e gene chromosom q first remain strongest genet risk factor alzheim diseas addit signal associ locat chromosom includ p q gene replic popul contribut signal close gene remain controversi possibl explan inconsist report includ long rang linkag disequilibrium lrld analys contribut loci risk explor lrld pattern region evalu risk confer rs g rs c use larg spanish popul case control rs g snp effect nomin replic spanish cohort reach genom wide signific meta analysi odd ratio confid interv ci x rs c associ dataset meta analysi negat ci explor lrld pattern sever dataset found signific ld dataset suggest presenc non univers long rang interact loci affect popul conclus provid evid genet associ locus spanish popul propos plausibl explan controversi contribut suscept best vincent,Add MathML support when importing PubMed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273,add mathml support import pubmedhello tasklist task x test latest master version http build master problem persist version ubuntu jre download oracl websit step reproduc import pubm refer e g compar result origin titl abstract exampl use search origin titl genom wide signific risk factor chromosom apo locus import titl genom wide signific risk factor chromosom javax xml bind jaxbel ba e locus origin abstract apolipoprotein e apo gene chromosom q first remain strongest genet risk factor alzheim diseas addit signal associ locat chromosom includ abca p cd q abca gene replic popul contribut signal close apo gene remain controversi possibl explan inconsist report includ long rang linkag disequilibrium lrld analys contribut abca cd loci risk explor lrld pattern apo region evalu risk confer abca rs g cd rs c use larg spanish popul case control abca rs g snp effect nomin replic spanish cohort reach genom wide signific meta analysi odd ratio confid interv ci p x cd rs c associ dataset meta analysi negat ci p explor lrld pattern apo cd sever dataset found signific ld p dataset suggest presenc non univers long rang interact loci affect popul conclus provid evid genet associ abca locus spanish popul propos plausibl explan controversi contribut cd suscept import abstract apolipoprotein e gene chromosom q first remain strongest genet risk factor alzheim diseas addit signal associ locat chromosom includ p q gene replic popul contribut signal close gene remain controversi possibl explan inconsist report includ long rang linkag disequilibrium lrld analys contribut loci risk explor lrld pattern region evalu risk confer rs g rs c use larg spanish popul case control rs g snp effect nomin replic spanish cohort reach genom wide signific meta analysi odd ratio confid interv ci x rs c associ dataset meta analysi negat ci explor lrld pattern sever dataset found signific ld dataset suggest presenc non univers long rang interact loci affect popul conclus provid evid genet associ locus spanish popul propos plausibl explan controversi contribut suscept best vincent,Add MathML support when importing PubMed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4558,add support biblatex extend name format note pleas use issu tracker bug report featur request question general feedback handl http discours thank version pleas alway test bug still reproduc latest develop version constant improv bug alreadi fix download develop version http build master pleas make backup librari tri version alreadi use develop version ensur use latest test latest develop version http build master problem persist step reproduc behavior entri databas first author name written use bibtex extend name format exampl bibtex inproceed hasselt author famili hasselt given hado p prefix van useprefix fals guez arthur hessel matteo mnih volodymyr silver david titl learn valu mani order magnitud booktitl advanc neural inform process system date page url http paper nip cc paper learn valu mani order magnitud urldat main tabl click header column author editor sort entri author editor name expect behavior exampl entri list letter h hasselt mayb v van prefix actual behavior exampl entri list first databas probabl use f letter famili word sort addit info bibtex extend name format somewhat describ section biber manual http mirror ctan biblio biber document biber pdf,Add support of BibLaTeX extended name format
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4654,make file annot searchablejabref correct add file annot link pdf correspond tab file annot tab searchabl e highlight specif word pdf add word comment neither highlight comment word identifi global search function think would nice make featur avail option e g general includ file annot search,Make file annotations searchable
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4674,automat unfold drag fast sensitiveus dev snapshot master aa jar drag drop item group tree group unfold contact drag item happen absolut fast relat applic delay sec group unfold,Automatic unfold while drag is to fast / sensitive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4674,automat unfold drag fast sensitiveus dev snapshot master aa jar drag drop item group tree group unfold contact drag item happen absolut fast relat applic delay sec group unfold,Automatic unfold while drag is to fast / sensitive
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4681,group general chang groupgener user imag githubusercont e e b ee e f c png descript issueposs solut warn entri group match user mental model group goe fact everi group subgroup entri remov group ui use button show entri instead filter group actual search search bar often locat far away potenti result chang text search group place search bar top group sidebar user want featur hierarch non hierarch group exist parallelmak tab manual hierarch group automat group bibtex field content structur tab see,Groups: general changes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4681,group general chang groupgener user imag githubusercont e e b ee e f c png descript issueposs solut warn entri group match user mental model group goe fact everi group subgroup entri remov group ui use button show entri instead filter group actual search search bar often locat far away potenti result chang text search group place search bar top group sidebar user want featur hierarch non hierarch group exist parallelmak tab manual hierarch group automat group bibtex field content structur tab see,Groups: general changes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4682,group context menu structur remov group subgroup groupmanu user imag githubusercont e da dcc f png descript issueposs solut warn button ad group often remot list exist group inconspicuousenlarg button place direct list group right click option group complic menu contain function misplac thereadd hierarchi remov group item remov item ad remov entri,Groups context menu: Structure remove groups and subgroups
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4688,entri editor chang option field tab entryopt user imag githubusercont e e c png descript issueposs solut warn option inform split tab e g deprec field option field unifi inform mandatori option field number field get larg make liest field scrollabl reduc text field size text field big height width give good overview informationreduc size text field dropdown field look similar text field month make dropdown field uniqu isbn special role isbn identifi migrat web resourc see chang found in,Entry Editor: change Optional Fields tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688,entri editor chang option field tab entryopt user imag githubusercont e e c png descript issueposs solut warn option inform split tab e g deprec field option field unifi inform mandatori option field number field get larg make liest field scrollabl reduc text field size text field big height width give good overview informationreduc size text field dropdown field look similar text field month make dropdown field uniqu isbn special role isbn identifi migrat web resourc see chang found in,Entry Editor: change Optional Fields tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4689,entri editor new web resourc tab entryresourc user imag githubusercont e e e b c e ba png descript issueposs solut warn identifi split tab although similar url associ identifi usercr web resourc unifi identifi general option field url tab button layout unclearunifi button layout fieldsmor button ad function becom avail chang found in,Entry Editor: new Web Resources tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4689,entri editor new web resourc tab entryresourc user imag githubusercont e e e b c e ba png descript issueposs solut warn identifi split tab although similar url associ identifi usercr web resourc unifi identifi general option field url tab button layout unclearunifi button layout fieldsmor button ad function becom avail chang found in,Entry Editor: new Web Resources tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4690,entri editor new content tab entrycont user imag githubusercont e f e f e b png descript issueposs solut warn user associ comment field keyword group content tab contain field general comment field general see abstract associ comment fieldadd abstract content chang found in,Entry Editor: new Content tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4690,entri editor new content tab entrycont user imag githubusercont e f e f e b png descript issueposs solut warn user associ comment field keyword group content tab contain field general comment field general see abstract associ comment fieldadd abstract content chang found in,Entry Editor: new Content tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691,entri editor new attach tab entryattach user imag githubusercont c e e e png descript issueposs solut warn file field fit remain tab file annot tab alreadi exist bundl file interact attach tab alway display file annot select file could chang depend expans pdf integr lot button interact file fieldtwo separ button group ad file interact file chang found in,Entry Editor: new Attachments tab
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4808,preview shown upon open file entri editor keybind flaw note pleas use issu tracker bug report featur request question general feedback handl http discours thank version dev report aegit issu issuecom behavior preview entri editor keybind somehow broken x test latest develop version http build master problem persist step reproduc behavior view entri preview check open new databas preview shown uncheck check open preview open entri editor keybind ctrl e work preview entri editor open befor,Preview not shown upon opening file / Entry editor keybinding flawed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5071,perform issu version exampl video window amd java vs dev snapshot master e window amd java announc previous issu issuecom add video showcas perform differ vs work larg databas entri sever thousand static group issu report previous thought would better creat new bug report instead ad video previous report appli reckon previous report issu perform includ other follow issu issu issu note run test virtual machin sinc full licens yourkit java profil use test licens sinc test licens actual machin longer valid perform actual machin slight better virtual machin run ssd assign core core hexacor gb gb ram virtual machin relat perform differ version version compar fact impress setup favour version appear slower virtual machin non virtual set version hand equal slow virtual machin run actual hardwar note use databas compar version differ databas version save use version still use databas format allow better comparison sinc version store group differ comparison first start app box agrhreojpk itl dvsz mx ueaydcl app box dqowjer qdi wiceh x g iuexi note version sometim seem crash furthermor immedi click onto actual alreadi readi comparison search featur app box fgr sgpsz dscbnku hhbf rwt app box fxwcska dm rlilv mqswelkrqkh comparison work group app box fc ku f r h hj tao uifo app box cubdi vvmzjnj rtn lfxp kvzb note freez sever time version use certain group featur e g assign item group assign group new subgroup sometim appear noth happen video actual freez time time note big differ time spent action see yourkit java profil certain action take much much longer translat higher cpu demand,Performance issues with version 5.0 (example videos)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5071,perform issu version exampl video window amd java vs dev snapshot master e window amd java announc previous issu issuecom add video showcas perform differ vs work larg databas entri sever thousand static group issu report previous thought would better creat new bug report instead ad video previous report appli reckon previous report issu perform includ other follow issu issu issu note run test virtual machin sinc full licens yourkit java profil use test licens sinc test licens actual machin longer valid perform actual machin slight better virtual machin run ssd assign core core hexacor gb gb ram virtual machin relat perform differ version version compar fact impress setup favour version appear slower virtual machin non virtual set version hand equal slow virtual machin run actual hardwar note use databas compar version differ databas version save use version still use databas format allow better comparison sinc version store group differ comparison first start app box agrhreojpk itl dvsz mx ueaydcl app box dqowjer qdi wiceh x g iuexi note version sometim seem crash furthermor immedi click onto actual alreadi readi comparison search featur app box fgr sgpsz dscbnku hhbf rwt app box fxwcska dm rlilv mqswelkrqkh comparison work group app box fc ku f r h hj tao uifo app box cubdi vvmzjnj rtn lfxp kvzb note freez sever time version use certain group featur e g assign item group assign group new subgroup sometim appear noth happen video actual freez time time note big differ time spent action see yourkit java profil certain action take much much longer translat higher cpu demand,Performance issues with version 5.0 (example videos)
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5105,add option disabl autolink file sure whether count featur request bug dev snapshot master add window amd java possibl link previous download pdfs databas item use get fulltext button see http help en getbibtexdatafromdoi set main file directori http help en filelink current develop version appear possibl anymor instead appar start automat look file whose name start bibtex key depend set allow add file would prefer automat behaviour turn peopl like least way turn manual addit becom possibl dedic button mani support file automat behaviour auto file link behaviour becom bit annoy especi bibtex key like follow berner berner test support file berner test automat show berner furthermor impress longer check main file directori version seem scan whole file system confirm case restor old behaviour dont want link pdfs found dedic pdf folder,Add option to disable autolink files 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105,add option disabl autolink file sure whether count featur request bug dev snapshot master add window amd java possibl link previous download pdfs databas item use get fulltext button see http help en getbibtexdatafromdoi set main file directori http help en filelink current develop version appear possibl anymor instead appar start automat look file whose name start bibtex key depend set allow add file would prefer automat behaviour turn peopl like least way turn manual addit becom possibl dedic button mani support file automat behaviour auto file link behaviour becom bit annoy especi bibtex key like follow berner berner test support file berner test automat show berner furthermor impress longer check main file directori version seem scan whole file system confirm case restor old behaviour dont want link pdfs found dedic pdf folder,Add option to disable autolink files 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5226,issu depend extern librariesfrom x reimplement stuff concern textareaskin textfieldskin fix reenabl citationstyletest morerov follow need fix point cannot much moment remov workaround latex unicod depend soon scala support java modul updat proper modul name ref pull x remov openoffic workaround soon provid proper modul inform requir libreoffic version avaiabl everywher bee declar stabl bug documentfound show bug cgiid x updat error prone soon googl error prone issu fix wait next releas error prone remov commit e c b f b f e remov access intern librari most come control fx controlsfx controlsfx blob e e e e fcddb e fc fc build gradlel l specifi add open add export use moduleopt precondit new version gradl modul plugin releas simplifi configur jlink soon packag modular x use jlink www baeldung jlink instead shadowjar x use jpackag soon java releas x reenabl webfetch test soon ronmamo reflect issu fix replac librari reenabl wiremock test mimetypedetectortest soon wiremock modular tomakehurst wiremock issu revert commit dce c db ded f e test run classpath reenabl archunit test requir archunit includ tng archunit issu x fix log j append issu apach jira brows log j revert commit cf f e f b e bc f f dd b soon issu apach jira brows tika fix x revert commit f c b eb ccc f cd bf cd openoffic connect soon offici bug fix workaround present bug documentfound show bug cgiid x upgrad java pull soon beryx badass jlink plugin pull merg releas x upgrad stabl releas test fx releas see e g pull revert pull soon jfoenixadmin jfoenix issu fix ref issu x revert pull soon jpackag bug fix x upgrad java diff util soon java diff util java diff util issu fix x remov hack weightedprereleasenumb null tag gittool gitvers issu soon gitvers releas gittool gitvers releas x remov special handl new java switch checkstyl soon fix checkstyl checkstyl issu releas x revert pull soon javafx updat includ openjdk jfx pull probabl x revert adoptopenjdk zulu hack soon jdk releas revert manual sign pull soon bug openjdk java net brows jdk fix koppor issu x switch jdk window soon releas caus window dep bug fix bug openjdk java net brows jdk mark duplic bug openjdk java net brows jdk fix jdk x updat javax xml bind jakarta xml bind see soon pdfbox xmbox fix issu apach jira brows pdfbox fix pdfbox issu depend bug openjdk java net brows jdk mac osx drag drop recogn modifi key bug openjdk java net brows jdk x jdk bug openjdk brows jdk jlink mani modul fail duplic jdk jdk bug openjdk brows jdk methodtoolargeexcept thrown creat jlink imag error error jdk intern objectweb asm methodtoolargeexcept method larg file lock wsl issu,Issues depending on external libraries
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226,issu depend extern librariesfrom x reimplement stuff concern textareaskin textfieldskin fix reenabl citationstyletest morerov follow need fix point cannot much moment remov workaround latex unicod depend soon scala support java modul updat proper modul name ref pull x remov openoffic workaround soon provid proper modul inform requir libreoffic version avaiabl everywher bee declar stabl bug documentfound show bug cgiid x updat error prone soon googl error prone issu fix wait next releas error prone remov commit e c b f b f e remov access intern librari most come control fx controlsfx controlsfx blob e e e e fcddb e fc fc build gradlel l specifi add open add export use moduleopt precondit new version gradl modul plugin releas simplifi configur jlink soon packag modular x use jlink www baeldung jlink instead shadowjar x use jpackag soon java releas x reenabl webfetch test soon ronmamo reflect issu fix replac librari reenabl wiremock test mimetypedetectortest soon wiremock modular tomakehurst wiremock issu revert commit dce c db ded f e test run classpath reenabl archunit test requir archunit includ tng archunit issu x fix log j append issu apach jira brows log j revert commit cf f e f b e bc f f dd b soon issu apach jira brows tika fix x revert commit f c b eb ccc f cd bf cd openoffic connect soon offici bug fix workaround present bug documentfound show bug cgiid x upgrad java pull soon beryx badass jlink plugin pull merg releas x upgrad stabl releas test fx releas see e g pull revert pull soon jfoenixadmin jfoenix issu fix ref issu x revert pull soon jpackag bug fix x upgrad java diff util soon java diff util java diff util issu fix x remov hack weightedprereleasenumb null tag gittool gitvers issu soon gitvers releas gittool gitvers releas x remov special handl new java switch checkstyl soon fix checkstyl checkstyl issu releas x revert pull soon javafx updat includ openjdk jfx pull probabl x revert adoptopenjdk zulu hack soon jdk releas revert manual sign pull soon bug openjdk java net brows jdk fix koppor issu x switch jdk window soon releas caus window dep bug fix bug openjdk java net brows jdk mark duplic bug openjdk java net brows jdk fix jdk x updat javax xml bind jakarta xml bind see soon pdfbox xmbox fix issu apach jira brows pdfbox fix pdfbox issu depend bug openjdk java net brows jdk mac osx drag drop recogn modifi key bug openjdk java net brows jdk x jdk bug openjdk brows jdk jlink mani modul fail duplic jdk jdk bug openjdk brows jdk methodtoolargeexcept thrown creat jlink imag error error jdk intern objectweb asm methodtoolargeexcept method larg file lock wsl issu,Issues depending on external libraries
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5362,improv startup perform especi open file investig perform start found follow thing improv x moment open file block javafx thread make impress frozen instead empti databas open immedi correct name show progress indic maintabl databas pars particular file pars background thread javafx thread appli file open begin fix open file blob afa f c fd fe bfc f ce b src main java gui jabreffram javal invok backup manag creat backup file shouldnt necessari chang file group side panel convert fxml plain java code pars fxml take ms x open databas autocomplet init main thread blob afa f c fd fe bfc f ce b src main java gui basepanel javal l done background thread fix with,Improve startup performance (especially when opening files)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5362,improv startup perform especi open file investig perform start found follow thing improv x moment open file block javafx thread make impress frozen instead empti databas open immedi correct name show progress indic maintabl databas pars particular file pars background thread javafx thread appli file open begin fix open file blob afa f c fd fe bfc f ce b src main java gui jabreffram javal invok backup manag creat backup file shouldnt necessari chang file group side panel convert fxml plain java code pars fxml take ms x open databas autocomplet init main thread blob afa f c fd fe bfc f ce b src main java gui basepanel javal l done background thread fix with,Improve startup performance (especially when opening files)
